id,duration,gross,movie_title,budget,title_year,imdb_score
2387,97,20400000,Land of the Dead,15000000,2005,6.2
2388,107,,Out of Inferno,,2013,5.7
2389,118,10600000,Fear and Loathing in Las Vegas,18500000,1998,7.7
2390,100,18400000,The Invention of Lying,18500000,2009,6.4
2391,97,150000000,Neighbors,18000000,2014,6.4
2392,114,120000000,The Mask,18000000,1994,6.9
2393,130,115000000,Big,18000000,1988,7.3
2394,82,129000000,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,2006,7.3
2395,96,95000000,Legally Blonde,18000000,2001,6.2
2396,105,76400000,Star Trek III: The Search for Spock,17000000,1984,6.6
2397,122,75100000,The Exorcism of Emily Rose,20000000,2005,6.7
2398,88,65500000,Deuce Bigalow: Male Gigolo,17000000,1999,5.7
2399,110,14000000,Left Behind,16000000,2014,3.1
2400,103,6061759,The Family Stone,17000000,2005,6.3
2401,106,65000000,Barbershop 2: Back in Business,18000000,2004,5.7
2402,98,60100000,Bad Santa,18000000,2003,7.1
2403,68,53900000,Austin Powers: International Man of Mystery,17000000,1997,7
2404,94,59600000,My Big Fat Greek Wedding 2,18000000,2016,6.1
2405,99,52700000,Diary of a Wimpy Kid: Rodrick Rules,21000000,2011,6.6
2406,107,59700000,Predator,15000000,1987,7.8
2407,180,51600000,Amadeus,18000000,1984,8.3
2408,89,43800000,Prom Night,20000000,2008,3.9
2409,97,86000000,Mean Girls,17000000,2004,7
2410,113,43600000,Under the Tuscan Sun,18000000,2003,6.7
2411,131,41300000,Gosford Park,19800000,2001,7.3
2412,44,,"The O.C.            ",,,7.5
2413,103,41400000,Peggy Sue Got Married,18000000,1986,6.3
2414,119,42300000,Birdman or (The Unexpected Virtue of Ignorance),18000000,2014,7.8
2415,98,33400000,Blue Jasmine,18000000,2013,7.3
2416,111,31500000,United 93,15000000,2006,7.6
2417,94,30200000,Honey,25000000,2003,5.3
2418,122,26800000,Glory,18000000,1989,7.9
2419,81,26900000,Spy Hard,18000000,1996,5.3
2420,89,21400000,The Fog,1000000,1980,6.8
2421,106,43900000,Soul Surfer,18000000,2011,7.1
2422,122,,Catch-22,18000000,1970,7.2
2423,86,24000000,Observe and Report,18000000,2009,5.8
2424,103,26400000,Conan the Destroyer,18000000,1984,5.8
2425,121,45250,Raging Bull,18000000,1980,8.3
2426,109,22900000,Love Happens,18000000,2009,5.6
2427,109,4250320,Young Sherlock Holmes,18000000,1985,6.8
2428,123,22500000,Fame,18000000,2009,5
2429,94,18300000,127 Hours,18000000,2010,7.6
2430,94,17100000,Small Time Crooks,18000000,2000,6.7
2431,115,17200000,Center Stage,18000000,2000,6.7
2432,107,26300000,Love the Coopers,17000000,2015,5.7
2433,91,16700000,Catch That Kid,18000000,2004,5.2
2434,125,15600000,Life as a House,18000000,2001,7.5
2435,122,17800000,Steve Jobs,30000000,2015,7.2
2436,102,14800000,"I Love You, Beth Cooper",18000000,2009,5.3
2437,90,15300000,Youth in Revolt,18000000,2009,6.5
2438,98,8000000,The Legend of the Lone Ranger,18000000,1981,5
2439,109,13500000,The Tailor of Panama,18000000,2001,6.1
2440,107,,Blow Out,18000000,1981,7.4
2441,90,10500000,Getaway,18000000,2013,4.4
2442,112,7837632,The Ice Storm,18000000,1997,7.5
2443,94,15200000,And So It Goes,18000000,2014,5.7
2444,105,8508843,Troop Beverly Hills,18000000,1989,5.5
2445,104,7739049,Being Julia,18000000,2004,7.1
2446,112,6734844,9_ Weeks,17000000,1986,5.9
2447,108,6000000,Dragonslayer,18000000,1981,6.7
2448,112,6615578,The Last Station,13000000,2009,7
2449,127,5887457,Ed Wood,18000000,1994,7.9
2450,111,13400000,Labor Day,18000000,2013,6.9
2451,126,5701643,Mongol: The Rise of Genghis Khan,20000000,2007,7.3
2452,114,5694401,RocknRolla,18000000,2008,7.3
2453,99,5333658,Megaforce,20000000,1982,3.5
2454,150,4414535,Hamlet,18000000,1996,7.8
2455,117,4806750,Mao's Last Dancer,,2009,7.4
2456,112,3707794,Midnight Special,18000000,2016,6.7
2457,108,3203044,Anything Else,18000000,2003,6.4
2458,116,4435083,The Railway Man,18000000,2013,7.1
2459,60,,"Unforgettable            ",,,6.7
2460,144,2222647,The White Ribbon,12000000,2009,7.8
2461,92,,Restoration,,2016,4
2462,93,3500000,The Wraith,2700000,1986,5.9
2463,103,676698,The Salton Sea,18000000,2002,7.2
2464,93,3419967,Metallica Through the Never,,2013,7.2
2465,98,,The Informers,18000000,2008,5.1
2466,334,145118,"Carlos            ",,,7.7
2467,114,,I Come with the Rain,18000000,2009,5.5
2468,121,229311,One Man's Hero,11400000,1999,6.2
2469,87,,Day of the Dead,3500000,1985,7.2
2470,92,,I Am Wrath,18000000,2016,5.2
2471,105,63260,Renaissance,14000000,2006,6.7
2472,90,,Forsaken,11000000,2015,6.3
2473,89,,Red Sonja,17900000,1985,5
2474,114,,Red Lights,14000000,2012,6.2
2475,119,121000000,Superbad,20000000,2007,7.6
2476,103,90500000,Madea Goes to Jail,,2009,4.1
2477,91,,Wolves,18000000,2014,5.3
2478,98,58000000,Step Up 2: The Streets,23000000,2008,6.2
2479,80,51100000,Hoodwinked!,17500000,2005,6.5
2480,121,23500000,Hotel Rwanda,17500000,2004,8.1
2481,94,39700000,Hitman,24000000,2007,6.3
2482,93,7017178,Black Nativity,17500000,2013,4.4
2483,93,,The Prince,18000000,2014,4.6
2484,116,325491,City of Ghosts,17500000,2002,6
2485,101,96500000,The Others,17000000,2001,7.6
2486,154,85200000,Aliens,18500000,1986,8.4
2487,170,72000000,My Fair Lady,17000000,1964,7.9
2488,99,72200000,I Know What You Did Last Summer,17000000,1997,5.6
2489,104,82400000,Let's Be Cops,17000000,2014,6.5
2490,126,71500000,Sideways,12000000,2004,7.5
2491,110,19200000,Beerfest,17500000,2006,6.3
2492,101,47000000,Halloween,300000,1978,7.9
2493,80,84961,Hero,31000000,2002,7.9
2494,87,37600000,Good Boy!,17000000,2003,5.1
2495,123,70500000,The Best Man Holiday,17000000,2013,6.7
2496,109,35600000,Smokin' Aces,17000000,2006,6.7
2497,90,45700000,Saw 3D: The Final Chapter,20000000,2010,5.6
2498,96,37900000,40 Days and 40 Nights,17000000,2002,5.6
2499,125,172000000,TRON: Legacy,170000000,2010,6.8
2500,82,30300000,A Night at the Roxbury,17000000,1998,6.2
2501,86,27900000,Beastly,17000000,2011,5.6
2502,108,41800000,The Hills Have Eyes,15000000,2006,6.4
2503,98,22700000,Dickie Roberts: Former Child Star,17000000,2003,5.6
2504,129,44500000,"McFarland, USA",17000000,2015,7.4
2505,99,24700000,Lottery Ticket,,2010,4.9
2506,105,21200000,ATL,,2006,6
2507,112,65000000,Pitch Perfect,17000000,2012,7.2
2508,108,19700000,Summer Catch,34000000,2001,4.9
2509,121,16300000,A Simple Plan,17000000,1998,7.5
2510,89,12700000,They,17000000,2002,4.8
2511,89,15700000,Larry the Cable Guy: Health Inspector,4000000,2006,3.1
2512,73,11600000,The Adventures of Elmo in Grouchland,17000000,1999,5.8
2513,132,27200000,Brooklyn's Finest,17000000,2009,6.7
2514,154,,55 Days at Peking,9000000,1963,6.8
2515,96,54200000,Evil Dead,17000000,2013,6.5
2516,98,8662318,My Life in Ruins,17000000,2009,5.9
2517,107,7156725,American Dreamz,19000000,2006,5.5
2518,134,15700000,Superman IV: The Quest for Peace,17000000,1987,3.6
2519,94,7070459,How She Move,,2007,3.3
2520,122,6855137,Running Scared,17000000,2006,7.4
2521,128,2694071,Bobby Jones: Stroke of Genius,,2004,6.7
2522,97,2315683,Shanghai Surprise,17000000,1986,3
2523,110,39800000,The Illusionist,16000000,2006,7.6
2524,102,2000000,Roar,17000000,1981,6.4
2525,98,1569918,Veronica Guerin,17000000,2003,6.9
2526,120,106869,Escobar: Paradise Lost,17000000,2014,6.6
2527,160,273420,Southland Tales,17000000,2006,5.5
2528,80,,Dragon Hunters,11000000,2008,6.6
2529,91,,Damnation Alley,17000000,1977,5.2
2530,83,4930798,The Apparition,17000000,2012,4.1
2531,102,59800000,My Girl,16500000,1991,6.8
2532,122,220914,Fur: An Imaginary Portrait of Diane Arbus,16800000,2006,6.5
2533,110,39800000,The Illusionist,16000000,2006,7.6
2534,126,43800000,Wall Street,15000000,1987,7.4
2535,136,42700000,Sense and Sensibility,16500000,1995,7.7
2536,120,18700000,Becoming Jane,16500000,2007,7.1
2537,108,11700000,Sydney White,16500000,2007,6.3
2538,126,13000000,House of Sand and Fog,15000000,2003,7.6
2539,128,95900000,Dead Poets Society,16400000,1989,8
2540,113,127000000,Dumb & Dumber,16000000,1994,7.3
2541,89,92800000,When Harry Met Sally...,16000000,1989,7.6
2542,129,54000000,The Verdict,16000000,1982,7.8
2543,94,68500000,Road Trip,15600000,2000,6.5
2544,106,52900000,Varsity Blues,16000000,1999,6.4
2545,100,44700000,The Artist,15000000,2011,8
2546,89,42600000,The Unborn,16000000,2009,4.8
2547,94,45500000,Moonrise Kingdom,16000000,2012,7.8
2548,83,39500000,The Texas Chainsaw Massacre: The Beginning,16000000,2006,5.9
2549,111,6462576,The Young Messiah,18500000,2016,5.4
2550,80,40400000,The Master of Disguise,16000000,2002,3.3
2551,112,37600000,Pan's Labyrinth,13500000,2006,8.2
2552,60,,"The Messengers            ",,,6.6
2553,94,33400000,See Spot Run,35000000,2001,5.4
2554,130,28700000,Baby Boy,16000000,2001,6.4
2555,91,37300000,The Roommate,16000000,2011,4.8
2556,91,27100000,Joe Dirt,17700000,2001,5.9
2557,110,30100000,Double Impact,15000000,1991,5.5
2558,121,23600000,Hot Fuzz,8000000,2007,7.9
2559,114,26900000,The Women,16500000,2008,4.9
2560,96,23200000,Vicky Cristina Barcelona,15500000,2008,7.2
2561,270,,Arn: The Knight Templar,25000000,2007,6.6
2562,100,55500000,Bad Moms,20000000,2016,6.7
2563,94,20600000,Boys and Girls,16000000,2000,5.3
2564,109,16300000,White Oleander,16000000,2002,7.2
2565,107,16200000,Jennifer's Body,16000000,2009,5.1
2566,96,15400000,Drowning Mona,16000000,2000,5.6
2567,88,14800000,Radio Days,16000000,1987,7.6
2568,110,14000000,Left Behind,16000000,2014,3.1
2569,113,19100000,Remember Me,16000000,2010,7.2
2570,101,14100000,How to Deal,16000000,2003,5.7
2571,105,13900000,My Stepmother Is an Alien,20000000,1988,5.2
2572,125,77300000,Philadelphia,26000000,1993,7.7
2573,100,15500000,The Thirteenth Floor,16000000,1999,7
2574,97,11500000,The Cookout,,2004,3.6
2575,108,,Meteor,16000000,1979,4.9
2576,112,4734235,Duets,15000000,2000,6
2577,112,4839383,Hollywood Ending,16000000,2002,6.6
2578,95,4193025,Detroit Rock City,15000000,1999,6.8
2579,110,5900000,Highlander,16000000,1986,7.2
2580,118,2849142,Things We Lost in the Fire,16000000,2007,7.2
2581,97,1686429,Steel,16000000,1997,2.8
2582,120,1984743,The Immigrant,16000000,2013,6.6
2583,135,1666262,The White Countess,16000000,2005,6.7
2584,101,2319187,Trance,20000000,2013,7
2585,92,13900000,Soul Plane,16000000,2004,4.4
2586,106,,Welcome to the Sticks,11000000,2008,7.1
2587,92,23091,Good,15000000,2008,6.2
2588,161,336467,Enter the Void,13000000,2009,7.3
2589,92,2964,Vamps,16000000,2012,5.1
2590,93,,Hachi: A Dog's Tale,16000000,2009,8.1
2591,110,,Zulu,16000000,2013,6.7
2592,122,2428883,The Homesman,16000000,2014,6.6
2593,91,13600000,Juwanna Mann,15600000,2002,4.5
2594,45,,"Lilyhammer            ",34000000,,8.1
2595,115,1554566,Ararat,,2002,6.6
2596,94,508867,Madison,,2001,6.5
2597,93,1181197,Slow Burn,15500000,2005,5.9
2598,94,81525,Wasabi,15300000,2001,6.6
2599,95,7774730,Slither,15500000,2006,6.5
2600,105,235000000,Beverly Hills Cop,14000000,1984,7.3
2601,103,286000000,Home Alone,18000000,1990,7.5
2602,102,168000000,3 Men and a Baby,11000000,1987,5.9
2603,116,177000000,Tootsie,22000000,1982,7.4
2604,110,177000000,Top Gun,15000000,1986,6.9
2605,120,128000000,"Crouching Tiger, Hidden Dragon",15000000,2000,7.9
2606,122,130000000,American Beauty,15000000,1999,8.4
2607,118,139000000,The King's Speech,15000000,2010,8
2608,107,112000000,Twins,15000000,1988,6
2609,45,,"Scream: The TV Series            ",,,7.3
2610,102,317040,The Yellow Handkerchief,15500000,2008,6.8
2611,154,94200000,The Color Purple,15000000,1985,7.8
2612,103,,Tidal Wave,,2009,5.7
2613,141,,Ben-Hur,100000000,2016,6.1
2614,114,91100000,The Imitation Game,14000000,2014,8.1
2615,109,69800000,Private Benjamin,10000000,1980,6.1
2616,124,79900000,Coal Miner's Daughter,,1980,7.5
2617,94,64000000,Diary of a Wimpy Kid,15000000,2010,6.2
2618,100,71600000,Mama,20000000,2013,6.2
2619,101,47000000,Halloween,300000,1978,7.9
2620,98,61400000,National Lampoon's Vacation,15000000,1983,7.4
2621,102,102000000,Bad Grandpa,15000000,2013,6.6
2622,94,56400000,The Queen,9800000,2006,7.3
2623,92,73300000,Beetlejuice,15000000,1988,7.5
2624,113,55200000,Why Did I Get Married?,15000000,2007,5.6
2625,115,50000000,Little Women,15000000,1994,7.3
2626,95,54300000,The Woman in Black,17000000,2012,6.4
2627,87,47900000,When a Stranger Calls,15000000,2006,5
2628,88,47800000,Big Fat Liar,15000000,2002,5.4
2629,183,,The Deer Hunter,15000000,1978,8.2
2630,97,43000000,Wag the Dog,15000000,1997,7.1
2631,94,42700000,The Lizzie McGuire Movie,17000000,2003,5.3
2632,112,42900000,Snitch,15000000,2013,6.5
2633,98,42600000,Krampus,15000000,2015,6.2
2634,104,40100000,The Faculty,15000000,1998,6.4
2635,118,39100000,What's Love Got to Do with It,,1993,7.2
2636,120,44900000,Cop Land,10000000,1997,6.9
2637,99,37900000,Not Another Teen Movie,16000000,2001,5.7
2638,109,41000000,End of Watch,7000000,2012,7.7
2639,105,21000000,Aloha,37000000,2015,5.4
2640,106,35000000,The Skulls,15000000,2000,5.6
2641,123,35900000,The Theory of Everything,15000000,2014,7.7
2642,86,34300000,Malibu's Most Wanted,16000000,2003,5.1
2643,120,33800000,Where the Heart Is,15000000,2000,6.8
2644,227,6000000,Lawrence of Arabia,15000000,1962,8.4
2645,119,33400000,Halloween II,15000000,2009,4.9
2646,115,37900000,Wild,15000000,2014,7.1
2647,114,32700000,The Last House on the Left,15000000,2009,6.6
2648,90,31600000,The Wedding Date,15000000,2005,6.1
2649,94,30300000,Halloween: Resurrection,15000000,2002,4.1
2650,106,163000000,Clash of the Titans,125000000,2010,5.8
2651,98,30900000,The Princess Bride,16000000,1987,8.1
2652,126,30200000,The Great Debaters,15000000,2007,7.6
2653,100,35100000,Drive,15000000,2011,7.8
2654,89,29300000,Confessions of a Teenage Drama Queen,15000000,2004,4.6
2655,111,29100000,The Object of My Affection,15000000,1998,6
2656,100,28600000,28 Weeks Later,15000000,2007,7
2657,115,30100000,When the Game Stands Tall,15000000,2014,6.7
2658,106,32600000,Because of Winn-Dixie,14000000,2005,6.4
2659,124,27400000,Love & Basketball,15000000,2000,7.2
2660,107,28000000,Grosse Pointe Blank,15000000,1997,7.4
2661,99,33900000,All About Steve,15000000,2009,4.8
2662,90,26400000,Book of Shadows: Blair Witch 2,15000000,2000,4
2663,101,24900000,The Craft,15000000,1996,6.2
2664,119,23100000,Match Point,15000000,2005,7.7
2665,103,26200000,Ramona and Beezus,15000000,2010,6.7
2666,134,23000000,The Remains of the Day,11500000,1993,7.9
2667,155,26400000,Boogie Nights,15000000,1997,7.9
2668,94,22200000,Nowhere to Run,15000000,1993,5.5
2669,95,21000000,Flicka,15000000,2006,6.2
2670,89,20800000,The Hills Have Eyes II,15000000,2007,5.1
2671,97,21500000,Urban Legends: Final Cut,14000000,2000,4.1
2672,90,19200000,Tuck Everlasting,15000000,2002,6.7
2673,92,18800000,The Marine,20000000,2006,4.7
2674,100,20600000,Keanu,15000000,2016,6.4
2675,117,20200000,Country Strong,15000000,2010,6.3
2676,84,17400000,Disturbing Behavior,15000000,1998,5.5
2677,140,21400000,The Place Beyond the Pines,15000000,2012,7.3
2678,108,25000000,The November Man,15000000,2014,6.3
2679,109,16500000,Eye of the Beholder,15000000,1999,4.9
2680,131,15700000,The Hurt Locker,15000000,2008,7.6
2681,114,15100000,Firestarter,15000000,1984,6
2682,97,14900000,Killing Them Softly,15000000,2012,6.2
2683,122,17200000,A Most Wanted Man,15000000,2014,6.8
2684,87,14200000,Freddy Got Fingered,15000000,2001,4.5
2685,85,12700000,The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000,2008,5.7
2686,85,10400000,U2 3D,,2007,8.4
2687,101,12800000,Highlander: Endgame,15000000,2000,4.6
2688,121,12500000,Idlewild,15000000,2006,6.2
2689,107,13800000,One Day,15000000,2011,7
2690,111,13000000,Whip It,15000000,2009,6.9
2691,92,11600000,Knockaround Guys,,2001,6.1
2692,97,12200000,Confidence,15000000,2003,6.7
2693,97,11600000,The Muse,15000000,1999,5.6
2694,125,13300000,De-Lovely,20000000,2004,6.6
2695,124,10800000,New York Stories,15000000,1989,6.4
2696,76,11100000,Barney's Great Adventure,15000000,1998,2.8
2697,107,15600000,The Man with the Iron Fists,15000000,2012,5.4
2698,91,10400000,Home Fries,15000000,1998,5
2699,96,10500000,Here on Earth,15000000,2000,5.1
2700,142,9929000,Brazil,15000000,1985,8
2701,103,10400000,Raise Your Voice,15000000,2004,5.9
2702,60,,"The Dead Zone            ",,,7.5
2703,117,17400000,The Big Lebowski,15000000,1998,8.2
2704,116,9396487,Black Snake Moan,15000000,2006,7
2705,118,9059588,Dark Blue,15000000,2002,6.6
2706,108,9172810,A Mighty Heart,16000000,2007,6.7
2707,94,8735529,Whatever It Takes,15000000,2000,5.5
2708,97,8586376,Boat Trip,20000000,2002,4.9
2709,97,8378141,The Importance of Being Earnest,15000000,2002,6.9
2710,99,,The Love Letter,,1998,7.4
2711,91,8080116,Hoot,15000000,2006,5.6
2712,107,7757130,In Bruges,15000000,2008,8
2713,95,9123834,Peeples,15000000,2013,5.3
2714,102,6409206,The Rocker,15000000,2008,6.2
2715,88,6373693,Post Grad,15000000,2009,5.3
2716,106,7556708,Promised Land,15000000,2012,6.6
2717,92,5306447,Whatever Works,15000000,2009,7.2
2718,105,5217498,The In Crowd,15000000,2000,4.6
2719,107,5023275,Three Burials,15000000,2005,7.5
2720,120,4956401,Jakob the Liar,15000000,1999,6.5
2721,103,4235837,Kiss Kiss Bang Bang,15000000,2005,7.6
2722,92,4002955,Idle Hands,20000000,1999,6.2
2723,147,7219578,Mulholland Drive,15000000,2001,8
2724,98,3525161,Blood and Chocolate,,2007,5.5
2725,98,3247816,You Will Meet a Tall Dark Stranger,22000000,2010,6.3
2726,103,2412045,Never Let Me Go,15000000,2010,7.2
2727,286,,"The Company            ",,,7.9
2728,111,2203641,Transsiberian,15000000,2008,6.7
2729,98,1953732,The Clan of the Cave Bear,15000000,1986,5.3
2730,111,1954202,Crazy in Alabama,15000000,1999,6.3
2731,111,1294640,Funny Games,15000000,2007,6.5
2732,100,,Listening,,2014,5.6
2733,116,819852,Felicia's Journey,,1999,7
2734,145,26435,Metropolis,6000000,1927,8.3
2735,84,1197786,District B13,12000000,2004,7.2
2736,115,529766,Things to Do in Denver When You're Dead,7000000,1995,6.8
2737,105,613556,The Assassin,15000000,2015,6.4
2738,98,353743,Buffalo Soldiers,15000000,2001,6.9
2740,110,102055,Ong-bak 2,300000000,2008,6.2
2741,97,122288,Centurion,,2010,6.4
2742,88,,Silent Trigger,9000000,1996,5.6
2743,103,73548,The Midnight Meat Train,15000000,2008,6.1
2744,104,,Winnie Mandela,15000000,2011,6
2745,90,28870,The Son of No One,15000000,2011,5.1
2746,105,22723,All the Queen's Men,25000000,2001,4.5
2747,93,20380,The Good Night,15000000,2007,5.9
2748,141,,Bathory: Countess of Blood,,2008,6
2749,85,,Khumba,20000000,2013,5.8
2750,109,,Automata,7000000,2014,6.1
2751,105,,Dungeons & Dragons: Wrath of the Dragon God,15000000,2005,4.9
2752,98,,Chiamatemi Francesco - Il Papa della gente,15000000,2015,5.7
2753,119,,Shinjuku Incident,15000000,2009,7.1
2754,124,,Pandaemonium,15000000,2000,6.6
2755,101,70900000,Groundhog Day,14600000,1993,8.1
2756,115,66000000,Magic Mike XXL,14800000,2015,5.7
2757,120,46300000,Romeo + Juliet,14500000,1996,6.8
2758,111,7691700,Sarah's Key,10000000,2010,7.5
2759,94,,Freedom,14500000,2014,6.2
2760,131,101000000,Unforgiven,14400000,1992,8.3
2761,139,74205,Manderlay,14200000,2005,7.4
2762,120,141000000,Slumdog Millionaire,15000000,2008,8
2763,119,157000000,Fatal Attraction,14000000,1987,6.9
2764,125,178000000,Pretty Woman,14000000,1990,6.9
2765,65,,"Towering Inferno            ",,,9.5
2766,108,109000000,Crocodile Dundee II,15800000,1988,5.5
2767,101,,Broken Horses,15000000,2015,5.7
2768,145,70000000,Born on the Fourth of July,14000000,1989,7.2
2769,98,68900000,Cool Runnings,15000000,1993,6.9
2770,101,51500000,My Bloody Valentine,15000000,2009,5.5
2771,92,49100000,The Possession,14000000,2012,5.9
2772,93,,First Blood,14000000,1982,7.7
2773,109,61400000,Stomp the Yard,14000000,2007,5.2
2774,123,46800000,The Spy Who Loved Me,14000000,1977,7.1
2775,60,,"Ghost Hunters            ",,,6.6
2776,99,38000000,Urban Legend,14000000,1998,5.5
2777,119,34700000,Dangerous Liaisons,14000000,1988,7.7
2778,110,35000000,Good Deeds,,2012,5.4
2779,107,34800000,White Fang,14000000,1991,6.7
2780,81,30600000,Superstar,14000000,1999,5
2781,105,30000000,The Iron Lady,13000000,2011,6.4
2782,82,25600000,Jonah: A VeggieTales Movie,14000000,2002,6.6
2783,109,27500000,Poetic Justice,14000000,1993,5.9
2784,95,25500000,All About the Benjamins,14000000,2002,5.7
2785,100,19900000,Vampire in Brooklyn,20000000,1995,4.5
2786,118,,Exorcist II: The Heretic,14000000,1977,3.7
2787,91,16300000,An American Haunting,14000000,2005,5
2788,90,15500000,My Boss's Daughter,14000000,2003,4.6
2789,108,15500000,A Perfect Getaway,14000000,2009,6.5
2790,103,20200000,Our Family Wedding,14000000,2010,4.9
2791,96,15100000,Dead Man on Campus,14000000,1998,6
2792,117,14300000,Tea with Mussolini,12000000,1999,6.9
2793,93,15200000,Thinner,8500000,1996,5.7
2794,136,,"New York, New York",14000000,1977,6.7
2795,115,13600000,Crooklyn,14000000,1994,6.9
2796,94,12600000,I Think I Love My Wife,,2007,5.5
2797,85,12600000,Jason X,11000000,2001,4.4
2798,88,47800000,Big Fat Liar,15000000,2002,5.4
2799,112,11200000,Bobby,14000000,2006,7
2800,86,10400000,Head Over Heels,14000000,2001,5.4
2801,86,9402410,Fun Size,14000000,2012,5.4
2802,112,5990075,The Diving Bell and the Butterfly,,2007,8
2803,137,5459824,Little Children,26000000,2006,7.6
2804,90,5108820,Gossip,24000000,2000,5.9
2805,107,4741987,A Walk on the Moon,14000000,1999,6.6
2806,98,4291965,Catch a Fire,14000000,2006,6.7
2807,84,3100650,Soul Survivors,14000000,2001,3.9
2808,139,2474000,Jefferson in Paris,14000000,1995,5.7
2809,97,2656324,Easy Virtue,,2008,6.7
2810,127,1000000,Caravans,14000000,1978,6.5
2811,150,3958500,Mr. Turner,8200000,2014,6.8
2812,104,403649,Wild Grass,,2009,6.3
2813,132,274299,Amen.,103000000,2002,7.3
2814,117,,Reign of Assassins,12000000,2010,6.9
2815,115,183088,The Lucky Ones,15000000,2008,7
2816,186,46495,Margaret,14000000,2011,6.5
2817,90,,Stan Helsing,,2009,3.6
2818,90,1752214,Flipped,14000000,2010,7.7
2819,134,83000000,Brokeback Mountain,14000000,2005,7.7
2820,101,191000000,Teenage Mutant Ninja Turtles,125000000,2014,5.9
2821,97,56600000,Clueless,12000000,1995,6.8
2822,107,15900000,Far from Heaven,13500000,2002,7.4
2823,99,12300000,Hot Tub Time Machine 2,14000000,2015,5.1
2824,55,447093,"Dekalog            ",,,9.1
2825,124,7060876,Quills,13500000,2000,7.4
2826,110,15000000,Seven Psychopaths,15000000,2012,7.2
2827,105,687081,The Caveman's Valentine,,2001,6
2828,41,,"The Border            ",,,7.4
2829,178,5501940,Downfall,13500000,2004,8.3
2830,125,2086345,The Sea Inside,10000000,2004,8.1
2831,108,2605039,Under the Skin,,2013,6.3
2832,121,124000000,"Good Morning, Vietnam",13000000,1987,7.3
2833,100,163591,The Last Godfather,13400000,2010,3.6
2834,115,73000000,Justin Bieber: Never Say Never,13000000,2011,1.6
2835,108,107000000,Black Swan,13000000,2010,8
2836,117,58600000,RoboCop,100000000,2014,6.2
2837,220,57300000,The Godfather: Part II,13000000,1974,9
2838,112,91000000,Save the Last Dance,13000000,2001,6.1
2839,99,49400000,A Nightmare on Elm Street 4: The Dream Master,7000000,1988,5.7
2840,109,61700000,Miracles from Heaven,13000000,2016,6.8
2841,83,46700000,"Dude, Where's My Car?",13000000,2000,5.5
2842,107,44700000,Young Guns,13000000,1988,6.8
2843,102,44100000,St. Vincent,13000000,2014,7.3
2844,100,48600000,About Last Night,12500000,2014,6.1
2845,97,38200000,10 Things I Hate About You,16000000,1999,7.2
2846,92,29000000,The New Guy,13000000,2002,5.9
2847,84,28000000,Loaded Weapon 1,8200000,1993,6.1
2848,86,54300000,The Shallows,17000000,2016,6.8
2849,120,23947,The Butterfly Effect,13000000,2004,7.7
2850,89,60000000,Snow Day,13000000,2000,4.9
2851,117,49100000,This Christmas,13000000,2007,6.1
2852,97,27100000,Baby Geniuses,18000000,1999,2.5
2853,91,27100000,The Big Hit,13000000,1998,6.1
2854,100,26500000,Harriet the Spy,13000000,1996,5.9
2855,72,28500000,Child's Play 2,13000000,1990,5.7
2856,84,52500000,No Good Deed,13200000,2014,5.6
2857,126,25600000,The Mist,18000000,2007,7.2
2858,108,25400000,Ex Machina,15000000,2015,7.7
2859,112,22900000,Being John Malkovich,13000000,1999,7.8
2860,90,22200000,Two Can Play That Game,6000000,2001,6.1
2861,91,38900000,Earth to Echo,13000000,2014,5.8
2862,135,16900000,Crazy/Beautiful,14000000,2001,6.5
2863,141,13800000,Letters from Iwo Jima,19000000,2006,7.9
2864,104,11000000,The Astronaut Farmer,13000000,2006,6.3
2865,84,8026971,Woo,13000000,1998,3.8
2866,118,14700000,Room,13000000,2015,8.3
2867,82,9975684,Dirty Work,13000000,1998,6.4
2868,95,7881335,Serial Mom,13000000,1994,6.7
2869,94,6241697,Dick,13000000,1999,6.1
2870,88,,"Del 1 - M_n som hatar kvinnor            ",,,8.1
2871,99,5871603,Light It Up,13000000,1999,6
2872,121,16600000,54,13000000,1998,5.8
2873,84,5002310,Bubble Boy,13000000,2001,5.6
2874,93,4919896,Birthday Girl,13000000,2001,6.1
2875,93,25700000,21 & Over,13000000,2013,5.9
2876,120,4857376,"Paris, je t'aime",13000000,2006,7.3
2877,112,3169424,Resurrecting the Champ,13000000,2007,6.8
2878,107,18000000,Admission,13000000,2013,5.7
2879,112,3058380,The Widow of Saint-Pierre,100000000,2000,7.3
2880,96,3074838,Chloe,11000000,2009,6.3
2881,91,2104000,Faithful,13000000,1996,5.9
2882,105,28500000,Brothers,26000000,2009,7.1
2883,125,1172769,Find Me Guilty,13000000,2006,7.1
2884,102,17700000,The Perks of Being a Wallflower,13000000,2012,8
2885,87,1200000,Excessive Force,3000000,1993,5.1
2886,118,1150403,Infamous,13000000,2006,7.1
2887,115,403932,The Claim,20000000,2000,6.5
2888,91,1712111,The Vatican Tapes,8495000,2015,4.5
2889,88,1024175,Attack the Block,13000000,2011,6.6
2890,127,301305,In the Land of Blood and Honey,13000000,2011,4.3
2891,94,51900000,The Call,13000000,2013,6.7
2892,115,31662,Operation Chromite,12600000,2016,6.8
